3.125,1
2.421875,0
1.875,0
3.09375,1
3.109375,1
3.125,1
3.5,0
2.3125,0
3.125,1
2.84375,0
2.328125,0
5.5,0
4.09375,0
3.15625,1
3.59375,0
3.125,1
3.125,1
3.140625,1
2.9375,0
3.140625,1
3.140625,1
2.953125,0
2.5,0
2.265625,0
3.109375,1
3.171875,1
2.515625,0
4.15625,0
3.109375,1
2.25,0
3.125,1
4.0625,0
4.625,0
3.140625,1
3.109375,1
3.140625,1
3.09375,1
4.84375,0
3.171875,1
3.125,1
3.140625,1
3.171875,1
3.171875,1
2.9375,0
3.09375,1
2.265625,0
3.15625,1
3.109375,1
2.453125,0
3.109375,1
3.15625,1
3.109375,1
3.171875,1
5.0,0
3.921875,0
2.328125,0
2.640625,0
2.765625,0
2.390625,0
3.125,1
2.125,0
3.421875,0
3.109375,1
3.1875,1
3.15625,1
3.125,1
2.640625,0
2.46875,0
4.21875,0
2.703125,0
3.140625,1
3.125,1
2.921875,0
3.1875,1
1.09375,0
2.3125,0
4.59375,0
2.65625,0
3.9375,0
2.546875,0
3.4375,0
3.171875,1
3.421875,0
3.15625,1
3.125,1
3.125,1
3.15625,1
3.828125,0
2.875,0
3.140625,1
3.1875,1
5.5,0
2.96875,0
3.65625,0
3.15625,1
2.453125,0
1.890625,0
3.484375,0
3.109375,1
3.125,1
1.15625,0
4.1875,0
3.53125,0
3.140625,1
1.3046875,0
3.140625,1
3.171875,1
2.875,0
3.53125,0
1.796875,0
3.296875,0
3.15625,1
3.125,1
3.15625,1
2.25,0
3.109375,1
2.171875,0
3.171875,1
2.59375,0
2.84375,0
3.171875,1
3.125,1
3.171875,1
2.8125,0
3.140625,1
3.140625,1
3.15625,1
3.125,1
3.171875,1
3.171875,1
2.96875,0
3.109375,1
3.140625,1
3.09375,1
2.640625,0
3.125,1
2.78125,0
3.15625,1
4.40625,0
4.125,0
2.625,0
0.6796875,0
1.890625,0
3.140625,1
3.1875,1
1.9921875,0
3.1875,1
3.671875,0
5.3125,0
2.28125,0
0.9296875,0
3.125,1
3.140625,1
3.171875,1
2.09375,0
4.6875,0
3.5,0
3.15625,1
3.875,0
3.109375,1
3.875,0
3.296875,0
3.140625,1
2.53125,0
3.125,1
2.0625,0
3.640625,0
4.0625,0
3.15625,1
3.15625,1
3.140625,1
3.125,1
2.09375,0
3.46875,0
3.140625,1
3.15625,1
2.859375,0
4.75,0
3.125,1
3.140625,1
3.71875,0
3.171875,1
3.6875,0
5.375,0
3.140625,1
3.15625,1
2.140625,0
3.109375,1
3.125,1
2.984375,0
3.203125,1
3.15625,1
2.40625,0
3.1875,1
3.125,1
2.3125,0
3.140625,1
3.65625,0
3.125,1
3.171875,1
2.796875,0
3.125,1
3.15625,1
2.046875,0
3.140625,1
2.9375,0
3.140625,1
3.390625,0
3.15625,1
3.171875,1
3.125,1
4.8125,0
3.59375,0
3.140625,1
3.125,1
1.328125,0
3.125,1
2.953125,0
1.640625,0
4.9375,0
2.65625,0
3.125,1
2.578125,0
3.09375,1
1.9296875,0
3.125,1
4.6875,0
3.15625,1
3.15625,1
3.078125,1
2.96875,0
4.375,0
3.140625,1
2.5,0
3.125,1
3.125,1
3.15625,1
3.171875,1
2.859375,0
3.140625,1
3.09375,1
4.0625,0
2.796875,0
3.125,1
3.125,1
3.171875,1
2.984375,0
3.53125,0
3.15625,1
2.6875,0
3.109375,1
3.15625,1
3.15625,1
3.15625,1
3.15625,1
4.0625,0
4.25,0
3.15625,1
1.9765625,0
3.140625,1
3.109375,1
3.140625,1
3.9375,0
3.125,1
2.984375,0
3.203125,1
3.125,1
3.140625,1
3.109375,1
3.15625,1
3.125,1
0.74609375,0
2.515625,0
3.703125,0
3.125,1
5.3125,0
3.078125,1
2.5,0
3.1875,1
3.125,1
3.109375,1
2.671875,0
4.28125,0
3.078125,1
3.15625,1
3.15625,1
3.140625,1
1.40625,0
3.8125,0
3.78125,0
3.09375,1
4.28125,0
3.328125,0
1.9765625,0
2.25,0
3.15625,1
3.171875,1
5.3125,0
2.828125,0
3.09375,1
1.8359375,0
3.71875,0
3.109375,1
2.90625,0
3.796875,0
4.65625,0
3.140625,1
4.09375,0
4.625,0
3.328125,0
-0.11572265625,0
3.921875,0
2.390625,0
3.125,1
3.0,0
2.78125,0
4.15625,0
2.859375,0
2.421875,0
2.265625,0
2.1875,0
0.86328125,0
3.203125,1
4.0,0
3.171875,1
3.15625,1
3.140625,1
3.09375,1
3.15625,1
3.171875,1
0.1650390625,0
2.640625,0
3.15625,1
3.15625,1
4.4375,0
3.125,1
3.21875,1
3.109375,1
3.15625,1
3.171875,1
3.15625,1
3.15625,1
3.109375,1
2.28125,0
3.375,0
3.375,0
4.09375,0
4.1875,0
3.140625,1
5.34375,0
2.609375,0
3.6875,0
3.796875,0
3.71875,0
1.71875,0
3.125,1
3.0625,1
3.125,1
3.71875,0
4.53125,0
1.3515625,0
3.921875,0
3.140625,1
3.140625,1
3.9375,0
3.609375,0
3.140625,1
4.75,0
0.7734375,0
3.296875,0
3.109375,1
3.125,1
2.765625,0
3.4375,0
3.15625,1
3.140625,1
3.125,1
2.71875,0
3.203125,1
3.15625,1
3.140625,1
3.140625,1
3.171875,1
3.4375,0
1.8359375,0
3.171875,1
4.40625,0
3.859375,0
3.109375,1
3.109375,1
1.984375,0
2.984375,0
3.640625,0
4.65625,0
2.0625,0
2.796875,0
3.125,1
4.53125,0
2.4375,0
2.828125,0
1.5234375,0
2.234375,0
3.15625,1
2.34375,0
1.6015625,0
3.125,1
3.109375,1
2.15625,0
3.171875,1
2.734375,0
1.1015625,0
4.28125,0
3.28125,0
3.15625,1
5.625,0
4.75,0
3.15625,1
2.3125,0
3.15625,1
3.15625,1
3.828125,0
4.59375,0
3.6875,0
3.15625,1
2.453125,0
3.28125,0
5.59375,0
2.265625,0
3.109375,1
3.296875,0
2.171875,0
3.140625,1
3.15625,1
3.140625,1
3.125,1
3.171875,1
3.109375,1
2.796875,0
3.125,1
3.15625,1
